IP地址,采集时间,磁盘,磁盘使用率
10.185.2.101,2017/10/8 20:55,D:,87.44
10.185.2.101,2017/10/8 20:55,C:,71.2
10.185.2.101,2017/10/8 21:10,C:,71.2
10.185.2.101,2017/10/8 21:10,D:,87.44
10.185.2.101,2017/10/8 21:20,D:,87.44
10.185.2.101,2017/10/8 21:20,C:,71.2
10.185.2.101,2017/10/8 21:35,D:,87.44
10.185.2.101,2017/10/8 21:35,C:,71.2
10.185.2.101,2017/10/8 21:45,D:,87.44
10.185.2.101,2017/10/8 21:45,C:,71.2
10.185.2.101,2017/10/8 22:00,D:,87.44
10.185.2.101,2017/10/8 22:15,D:,87.44
10.185.2.101,2017/10/8 22:15,C:,71.2
10.185.2.101,2017/10/8 22:25,C:,71.2
10.185.2.101,2017/10/8 22:25,D:,87.44
10.185.2.101,2017/10/8 22:40,D:,87.44
10.185.2.101,2017/10/8 22:40,C:,71.2
10.185.2.101,2017/10/8 22:50,C:,71.2
10.185.2.101,2017/10/8 22:50,D:,87.44
10.185.2.101,2017/10/8 23:05,D:,87.44
10.185.2.101,2017/10/8 23:05,C:,71.2
10.185.2.101,2017/10/8 23:20,C:,71.2
10.185.2.101,2017/10/8 23:20,D:,87.44
10.185.2.101,2017/10/8 23:30,C:,71.2
10.185.2.101,2017/10/8 23:30,D:,87.44
10.185.2.101,2017/10/8 23:45,C:,71.2
10.185.2.101,2017/10/8 23:55,C:,71.2
10.185.2.101,2017/10/8 23:55,D:,87.44
10.185.2.101,2017/10/9 0:10,D:,87.44
10.185.2.101,2017/10/9 0:10,C:,71.2
10.185.2.101,2017/10/9 0:25,D:,87.44
10.185.2.101,2017/10/9 0:25,C:,71.2
10.185.2.101,2017/10/9 0:35,C:,71.2
10.185.2.101,2017/10/9 0:35,D:,87.44
10.185.2.101,2017/10/9 0:50,D:,87.44
10.185.2.101,2017/10/9 0:50,C:,71.2
10.185.2.101,2017/10/9 1:00,D:,87.44
10.185.2.101,2017/10/9 1:00,C:,71.2
10.185.2.101,2017/10/9 1:15,C:,71.2
10.185.2.101,2017/10/9 1:15,D:,87.44
10.185.2.101,2017/10/9 1:30,D:,87.44
10.185.2.101,2017/10/9 1:30,C:,71.2
10.185.2.101,2017/10/9 1:40,C:,71.2
10.185.2.101,2017/10/9 1:40,D:,87.44
10.185.2.101,2017/10/9 1:55,C:,71.2
10.185.2.101,2017/10/9 1:55,D:,87.44
10.185.2.101,2017/10/9 2:05,D:,87.44
10.185.2.101,2017/10/9 2:05,C:,71.2
10.185.2.101,2017/10/9 2:20,D:,87.44
10.185.2.101,2017/10/9 2:20,C:,71.2
10.185.2.101,2017/10/9 2:35,D:,87.44
10.185.2.101,2017/10/9 2:45,D:,87.44
10.185.2.101,2017/10/9 2:45,C:,71.2
10.185.2.101,2017/10/9 3:00,D:,87.44
10.185.2.101,2017/10/9 3:00,C:,71.2
10.185.2.101,2017/10/9 3:10,C:,71.2
10.185.2.101,2017/10/9 3:10,D:,87.44
10.185.2.101,2017/10/9 3:25,C:,71.2
10.185.2.101,2017/10/9 3:25,D:,87.44
10.185.2.101,2017/10/9 3:40,D:,87.44
10.185.2.101,2017/10/9 3:40,C:,71.2
10.185.2.101,2017/10/9 3:50,D:,87.44
10.185.2.101,2017/10/9 3:50,C:,71.2
10.185.2.101,2017/10/9 4:05,D:,87.44
10.185.2.101,2017/10/9 4:05,C:,71.2
10.185.2.101,2017/10/9 4:15,D:,87.44
10.185.2.101,2017/10/9 4:15,C:,71.2
10.185.2.101,2017/10/9 4:30,C:,71.2
10.185.2.101,2017/10/9 4:30,D:,87.44
10.185.2.101,2017/10/9 4:45,C:,71.2
10.185.2.101,2017/10/9 4:45,D:,87.44
10.185.2.101,2017/10/9 4:55,C:,71.2
10.185.2.101,2017/10/9 4:55,D:,87.44
10.185.2.101,2017/10/9 5:10,D:,87.44
10.185.2.101,2017/10/9 5:10,C:,71.2
10.185.2.101,2017/10/9 5:20,D:,87.44
10.185.2.101,2017/10/9 5:20,C:,71.2
10.185.2.101,2017/10/9 5:35,D:,87.44
10.185.2.101,2017/10/9 5:35,C:,71.2
10.185.2.101,2017/10/9 5:50,C:,71.2
10.185.2.101,2017/10/9 5:50,D:,87.44
10.185.2.101,2017/10/9 6:00,D:,87.44
10.185.2.101,2017/10/9 6:00,C:,71.2
10.185.2.101,2017/10/9 6:15,D:,87.44
10.185.2.101,2017/10/9 6:25,C:,71.2
10.185.2.101,2017/10/9 6:25,D:,87.44
10.185.2.101,2017/10/9 6:40,C:,71.2
10.185.2.101,2017/10/9 6:40,D:,87.44
10.185.2.101,2017/10/9 6:55,D:,87.44
10.185.2.101,2017/10/9 6:55,C:,71.2
10.185.2.101,2017/10/9 7:05,D:,87.44
10.185.2.101,2017/10/9 7:05,C:,71.2
10.185.2.101,2017/10/9 7:20,D:,87.44
10.185.2.101,2017/10/9 7:20,C:,71.2
10.185.2.101,2017/10/9 7:30,D:,87.44
10.185.2.101,2017/10/9 7:30,C:,71.2
10.185.2.101,2017/10/9 7:45,D:,87.44
10.185.2.101,2017/10/9 7:45,C:,71.2
10.185.2.101,2017/10/9 8:00,D:,87.44
10.185.2.101,2017/10/9 8:00,C:,71.2
10.185.2.101,2017/10/9 8:10,D:,87.44
10.185.2.101,2017/10/9 8:10,C:,71.2
10.185.2.101,2017/10/9 8:25,D:,87.44
10.185.2.101,2017/10/9 8:25,C:,71.2
10.185.2.101,2017/10/9 8:35,C:,71.2
10.185.2.101,2017/10/9 8:35,D:,87.44
10.185.2.101,2017/10/9 8:50,D:,87.44
10.185.2.101,2017/10/9 8:50,C:,71.2
10.185.2.101,2017/10/9 9:05,D:,87.44
10.185.2.101,2017/10/9 9:05,C:,71.2
10.185.2.101,2017/10/9 9:15,C:,71.2
10.185.2.101,2017/10/9 9:15,D:,87.44
10.185.2.101,2017/10/9 9:30,C:,71.2
10.185.2.101,2017/10/9 9:45,C:,71.2
10.185.2.101,2017/10/9 9:45,D:,87.44
10.185.2.101,2017/10/9 9:55,C:,71.2
10.185.2.101,2017/10/9 9:55,D:,87.44
10.185.2.101,2017/10/9 10:10,D:,87.44
10.185.2.101,2017/10/9 10:10,C:,71.2
10.185.2.101,2017/10/9 10:20,C:,71.2
10.185.2.101,2017/10/9 10:20,D:,87.44
10.185.2.101,2017/10/9 10:35,D:,87.44
10.185.2.101,2017/10/9 10:35,C:,71.2
10.185.2.101,2017/10/9 10:45,D:,87.44
10.185.2.101,2017/10/9 10:45,C:,71.2
10.185.2.101,2017/10/9 11:00,D:,87.44
10.185.2.101,2017/10/9 11:00,C:,71.2
10.185.2.101,2017/10/9 11:15,D:,87.44
10.185.2.101,2017/10/9 11:25,D:,87.44
10.185.2.101,2017/10/9 11:25,C:,71.2
10.185.2.101,2017/10/9 11:40,C:,71.2
10.185.2.101,2017/10/9 11:40,D:,87.44
10.185.2.101,2017/10/9 12:00,D:,87.44
10.185.2.101,2017/10/9 12:00,C:,71.2
10.185.2.101,2017/10/9 12:15,C:,71.2
10.185.2.101,2017/10/9 12:30,C:,71.2
10.185.2.101,2017/10/9 12:40,D:,87.44
10.185.2.101,2017/10/9 12:40,C:,71.2
10.185.2.101,2017/10/9 12:55,C:,71.2
10.185.2.101,2017/10/9 12:55,D:,87.44
10.185.2.101,2017/10/9 13:05,C:,71.2
10.185.2.101,2017/10/9 13:05,D:,87.44
10.185.2.101,2017/10/9 13:20,D:,87.44
10.185.2.101,2017/10/9 13:20,C:,71.2
10.185.2.101,2017/10/9 13:35,C:,71.2
10.185.2.101,2017/10/9 13:35,D:,87.44
10.185.2.101,2017/10/9 13:45,D:,87.44
10.185.2.101,2017/10/9 13:45,C:,71.2
10.185.2.101,2017/10/9 14:00,C:,71.2
10.185.2.101,2017/10/9 14:00,D:,87.44
10.185.2.101,2017/10/9 14:10,D:,87.44
10.185.2.101,2017/10/9 14:10,C:,71.2
10.185.2.101,2017/10/9 14:25,C:,71.2
10.185.2.101,2017/10/9 14:25,D:,87.44
10.185.2.101,2017/10/9 14:40,D:,87.44
10.185.2.101,2017/10/9 14:50,D:,87.44
10.185.2.101,2017/10/9 14:50,C:,71.2
10.185.2.101,2017/10/9 15:05,C:,71.2
10.185.2.101,2017/10/9 15:05,D:,87.44
10.185.2.101,2017/10/9 15:15,C:,71.2
10.185.2.101,2017/10/9 15:15,D:,87.44
10.185.2.101,2017/10/9 15:30,C:,71.2
10.185.2.101,2017/10/9 15:30,D:,87.44
10.185.2.101,2017/10/9 15:45,C:,71.2
10.185.2.101,2017/10/9 15:45,D:,87.44
10.185.2.101,2017/10/9 15:55,D:,87.44
10.185.2.101,2017/10/9 15:55,C:,71.2
10.185.2.101,2017/10/9 16:10,C:,71.2
10.185.2.101,2017/10/9 16:20,C:,71.2
10.185.2.101,2017/10/9 16:35,D:,87.44
10.185.2.101,2017/10/9 16:35,C:,71.2
10.185.2.101,2017/10/9 16:50,D:,87.44
10.185.2.101,2017/10/9 16:50,C:,71.2
10.185.2.101,2017/10/9 17:00,D:,87.44
10.185.2.101,2017/10/9 17:00,C:,71.2
10.185.2.101,2017/10/9 17:15,D:,87.44
10.185.2.101,2017/10/9 17:15,C:,71.2
10.185.2.101,2017/10/9 17:25,D:,87.44
10.185.2.101,2017/10/9 17:25,C:,71.2
10.185.2.101,2017/10/9 17:40,C:,71.2
10.185.2.101,2017/10/9 17:55,D:,87.44
10.185.2.101,2017/10/9 17:55,C:,71.2
10.185.2.101,2017/10/9 18:05,D:,87.44
10.185.2.101,2017/10/9 18:05,C:,71.2
10.185.2.101,2017/10/9 18:20,C:,71.2
10.185.2.101,2017/10/9 18:20,D:,87.44
10.185.2.101,2017/10/9 18:30,C:,71.2
10.185.2.101,2017/10/9 18:45,C:,71.2
10.185.2.101,2017/10/9 18:45,D:,87.44
10.185.2.101,2017/10/9 19:00,C:,71.2
10.185.2.101,2017/10/9 19:00,D:,87.44
10.185.2.101,2017/10/9 19:10,C:,71.2
10.185.2.101,2017/10/9 19:10,D:,87.44
10.185.2.101,2017/10/9 19:25,D:,87.44
10.185.2.101,2017/10/9 19:25,C:,71.2
10.185.2.101,2017/10/9 19:35,C:,71.2
10.185.2.101,2017/10/9 19:35,D:,87.44
10.185.2.101,2017/10/9 19:50,C:,71.2
10.185.2.101,2017/10/9 19:50,D:,87.44
10.185.2.101,2017/10/9 20:05,C:,71.2
10.185.2.101,2017/10/9 20:05,D:,87.44
10.185.2.101,2017/10/9 20:15,D:,87.44
10.185.2.101,2017/10/9 20:15,C:,71.2
10.185.2.101,2017/10/9 20:30,C:,71.2
10.185.2.101,2017/10/9 20:30,D:,87.44
10.185.2.101,2017/10/9 20:40,C:,71.2
10.185.2.101,2017/10/9 20:40,D:,87.44
10.185.2.101,2017/10/9 20:55,D:,87.44
10.185.2.101,2017/10/9 20:55,C:,71.2
10.185.2.101,2017/10/9 21:10,C:,71.2
10.185.2.101,2017/10/9 21:10,D:,87.44
10.185.2.101,2017/10/9 21:20,C:,71.2
10.185.2.101,2017/10/9 21:20,D:,87.44
10.185.2.101,2017/10/9 21:35,C:,71.2
10.185.2.101,2017/10/9 21:35,D:,87.44
10.185.2.101,2017/10/9 21:45,C:,71.2
10.185.2.101,2017/10/9 21:45,D:,87.44
10.185.2.101,2017/10/9 22:00,C:,71.2
10.185.2.101,2017/10/9 22:00,D:,87.44
10.185.2.101,2017/10/9 22:15,D:,87.44
10.185.2.101,2017/10/9 22:15,C:,71.2
10.185.2.101,2017/10/9 22:25,C:,71.2
10.185.2.101,2017/10/9 22:25,D:,87.44
10.185.2.101,2017/10/9 22:40,C:,71.2
10.185.2.101,2017/10/9 22:40,D:,87.44
10.185.2.101,2017/10/9 22:55,D:,87.44
10.185.2.101,2017/10/9 22:55,C:,71.2
10.185.2.101,2017/10/9 23:05,D:,87.44
10.185.2.101,2017/10/9 23:05,C:,71.2
10.185.2.101,2017/10/9 23:20,C:,71.2
10.185.2.101,2017/10/9 23:20,D:,87.44
10.185.2.101,2017/10/9 23:30,C:,71.2
10.185.2.101,2017/10/9 23:30,D:,87.44
10.185.2.101,2017/10/9 23:45,D:,87.44
10.185.2.101,2017/10/9 23:55,C:,71.2
10.185.2.101,2017/10/9 23:55,D:,87.44
10.185.2.101,2017/10/10 0:10,C:,71.2
10.185.2.101,2017/10/10 0:10,D:,87.44
10.185.2.101,2017/10/10 0:25,D:,87.44
10.185.2.101,2017/10/10 0:25,C:,71.2
10.185.2.101,2017/10/10 0:35,C:,71.2
10.185.2.101,2017/10/10 0:50,D:,87.44
10.185.2.101,2017/10/10 0:50,C:,71.2
10.185.2.101,2017/10/10 1:00,C:,71.2
10.185.2.101,2017/10/10 1:00,D:,87.44
10.185.2.101,2017/10/10 1:15,D:,87.44
10.185.2.101,2017/10/10 1:15,C:,71.2
10.185.2.101,2017/10/10 1:30,D:,87.44
10.185.2.101,2017/10/10 1:40,C:,71.2
10.185.2.101,2017/10/10 1:40,D:,87.44
10.185.2.101,2017/10/10 1:55,C:,71.2
10.185.2.101,2017/10/10 1:55,D:,87.44
10.185.2.101,2017/10/10 2:05,D:,87.44
10.185.2.101,2017/10/10 2:05,C:,71.2
10.185.2.101,2017/10/10 2:20,D:,87.44
10.185.2.101,2017/10/10 2:20,C:,71.2
10.185.2.101,2017/10/10 2:35,C:,71.2
10.185.2.101,2017/10/10 2:35,D:,87.44
10.185.2.101,2017/10/10 2:45,D:,87.44
10.185.2.101,2017/10/10 2:45,C:,71.2
10.185.2.101,2017/10/10 3:00,D:,87.44
10.185.2.101,2017/10/10 3:10,D:,87.44
10.185.2.101,2017/10/10 3:10,C:,71.2
10.185.2.101,2017/10/10 3:25,C:,71.2
10.185.2.101,2017/10/10 3:25,D:,87.44
10.185.2.101,2017/10/10 3:40,C:,71.2
10.185.2.101,2017/10/10 3:40,D:,87.44
10.185.2.101,2017/10/10 3:50,D:,87.44
10.185.2.101,2017/10/10 3:50,C:,71.2
10.185.2.101,2017/10/10 4:05,C:,71.2
10.185.2.101,2017/10/10 4:05,D:,87.44
10.185.2.101,2017/10/10 4:15,C:,71.2
10.185.2.101,2017/10/10 4:15,D:,87.44
10.185.2.101,2017/10/10 4:30,C:,71.2
10.185.2.101,2017/10/10 4:30,D:,87.44
10.185.2.101,2017/10/10 4:45,C:,71.2
10.185.2.101,2017/10/10 4:55,C:,71.2
10.185.2.101,2017/10/10 4:55,D:,87.44
10.185.2.101,2017/10/10 5:10,D:,87.44
10.185.2.101,2017/10/10 5:10,C:,71.2
10.185.2.101,2017/10/10 5:20,C:,71.2
10.185.2.101,2017/10/10 5:35,D:,87.44
10.185.2.101,2017/10/10 5:35,C:,71.2
10.185.2.101,2017/10/10 5:50,C:,71.2
10.185.2.101,2017/10/10 5:50,D:,87.44
10.185.2.101,2017/10/10 6:00,D:,87.44
10.185.2.101,2017/10/10 6:00,C:,71.2
10.185.2.101,2017/10/10 6:15,D:,87.44
10.185.2.101,2017/10/10 6:15,C:,71.2
10.185.2.101,2017/10/10 6:25,C:,71.2
10.185.2.101,2017/10/10 6:25,D:,87.44
10.185.2.101,2017/10/10 6:40,D:,87.44
10.185.2.101,2017/10/10 6:40,C:,71.2
10.185.2.101,2017/10/10 6:55,C:,71.2
10.185.2.101,2017/10/10 6:55,D:,87.44
10.185.2.101,2017/10/10 7:05,D:,87.44
10.185.2.101,2017/10/10 7:05,C:,71.2
10.185.2.101,2017/10/10 7:20,C:,71.2
10.185.2.101,2017/10/10 7:20,D:,87.44
10.185.2.101,2017/10/10 7:30,C:,71.2
10.185.2.101,2017/10/10 7:30,D:,87.44
10.185.2.101,2017/10/10 7:45,C:,71.2
10.185.2.101,2017/10/10 8:00,D:,87.44
10.185.2.101,2017/10/10 8:00,C:,71.2
10.185.2.101,2017/10/10 8:10,D:,87.44
10.185.2.101,2017/10/10 8:10,C:,71.2
10.185.2.101,2017/10/10 8:25,D:,87.44
10.185.2.101,2017/10/10 8:25,C:,71.2
10.185.2.101,2017/10/10 8:35,D:,87.44
10.185.2.101,2017/10/10 8:35,C:,71.2
10.185.2.101,2017/10/10 8:50,C:,71.2
10.185.2.101,2017/10/10 8:50,D:,87.44
10.185.2.101,2017/10/10 9:05,D:,87.44
10.185.2.101,2017/10/10 9:05,C:,71.2
10.185.2.101,2017/10/10 9:15,D:,87.44
10.185.2.101,2017/10/10 9:15,C:,71.2
10.185.2.101,2017/10/10 9:30,D:,87.44
10.185.2.101,2017/10/10 9:30,C:,71.2
10.185.2.101,2017/10/10 9:40,C:,71.2
10.185.2.101,2017/10/10 9:40,D:,87.44
10.185.2.101,2017/10/10 9:55,C:,71.2
10.185.2.101,2017/10/10 9:55,D:,87.44
10.185.2.101,2017/10/10 10:10,D:,87.44
10.185.2.101,2017/10/10 10:20,D:,87.44
10.185.2.101,2017/10/10 10:20,C:,71.2
10.185.2.101,2017/10/10 10:35,C:,71.2
10.185.2.101,2017/10/10 10:35,D:,87.44
10.185.2.101,2017/10/10 10:45,D:,87.44
10.185.2.101,2017/10/10 10:45,C:,71.2
10.185.2.101,2017/10/10 11:00,D:,87.44
10.185.2.101,2017/10/10 11:00,C:,71.2
10.185.2.101,2017/10/10 11:15,D:,87.44
10.185.2.101,2017/10/10 11:15,C:,71.2
10.185.2.101,2017/10/10 11:25,D:,87.44
10.185.2.101,2017/10/10 11:25,C:,71.2
10.185.2.101,2017/10/10 11:40,D:,87.44
10.185.2.101,2017/10/10 11:40,C:,71.2
10.185.2.101,2017/10/10 12:00,C:,71.2
10.185.2.101,2017/10/10 12:00,D:,87.44
10.185.2.101,2017/10/10 12:15,C:,71.2
10.185.2.101,2017/10/10 12:15,D:,87.44
10.185.2.101,2017/10/10 12:30,D:,87.44
10.185.2.101,2017/10/10 12:30,C:,71.2
10.185.2.101,2017/10/10 12:40,D:,87.44
10.185.2.101,2017/10/10 12:55,D:,87.44
10.185.2.101,2017/10/10 12:55,C:,71.2
10.185.2.101,2017/10/10 13:05,C:,71.2
10.185.2.101,2017/10/10 13:05,D:,87.44
10.185.2.101,2017/10/10 13:20,D:,87.44
10.185.2.101,2017/10/10 13:20,C:,71.2
10.185.2.101,2017/10/10 13:35,D:,87.44
10.185.2.101,2017/10/10 13:45,C:,71.2
10.185.2.101,2017/10/10 13:45,D:,87.44
10.185.2.101,2017/10/10 14:00,D:,87.44
10.185.2.101,2017/10/10 14:10,C:,71.2
10.185.2.101,2017/10/10 14:10,D:,87.44
10.185.2.101,2017/10/10 14:25,C:,71.2
10.185.2.101,2017/10/10 14:25,D:,87.44
10.185.2.101,2017/10/10 14:40,C:,71.2
10.185.2.101,2017/10/10 14:40,D:,87.44
10.185.2.101,2017/10/10 14:50,D:,87.44
10.185.2.101,2017/10/10 14:50,C:,71.2
10.185.2.101,2017/10/10 15:05,D:,87.44
10.185.2.101,2017/10/10 15:05,C:,71.2
10.185.2.101,2017/10/10 15:15,C:,71.2
10.185.2.101,2017/10/10 15:15,D:,87.44
10.185.2.101,2017/10/10 15:30,C:,71.2
10.185.2.101,2017/10/10 15:30,D:,87.44
10.185.2.101,2017/10/10 15:45,D:,87.44
10.185.2.101,2017/10/10 15:45,C:,71.2
10.185.2.101,2017/10/10 15:55,D:,87.44
10.185.2.101,2017/10/10 15:55,C:,71.2
10.185.2.101,2017/10/10 16:10,C:,71.2
10.185.2.101,2017/10/10 16:10,D:,87.44
10.185.2.101,2017/10/10 16:20,D:,87.44
10.185.2.101,2017/10/10 16:20,C:,71.2
10.185.2.101,2017/10/10 16:35,C:,71.2
10.185.2.101,2017/10/10 16:35,D:,87.44
10.185.2.101,2017/10/10 16:50,D:,87.44
10.185.2.101,2017/10/10 16:50,C:,71.2
10.185.2.101,2017/10/10 17:00,D:,87.44
10.185.2.101,2017/10/10 17:00,C:,71.2
10.185.2.101,2017/10/10 17:15,C:,71.2
10.185.2.101,2017/10/10 17:15,D:,87.44
10.185.2.101,2017/10/10 17:25,C:,71.2
10.185.2.101,2017/10/10 17:25,D:,87.44
10.185.2.101,2017/10/10 17:40,C:,71.2
10.185.2.101,2017/10/10 17:40,D:,87.44
10.185.2.101,2017/10/10 17:55,D:,87.44
10.185.2.101,2017/10/10 17:55,C:,71.2
10.185.2.101,2017/10/10 18:05,D:,87.44
10.185.2.101,2017/10/10 18:05,C:,71.2
10.185.2.101,2017/10/10 18:20,D:,87.44
10.185.2.101,2017/10/10 18:20,C:,71.2
10.185.2.101,2017/10/10 18:30,C:,71.2
10.185.2.101,2017/10/10 18:30,D:,87.44
10.185.2.101,2017/10/10 18:45,D:,87.44
10.185.2.101,2017/10/10 18:45,C:,71.2
10.185.2.101,2017/10/10 19:00,D:,87.44
10.185.2.101,2017/10/10 19:00,C:,71.2
10.185.2.101,2017/10/10 19:10,D:,87.44
10.185.2.101,2017/10/10 19:10,C:,71.2
10.185.2.101,2017/10/10 19:25,D:,87.44
10.185.2.101,2017/10/10 19:25,C:,71.2
10.185.2.101,2017/10/10 19:35,D:,87.44
10.185.2.101,2017/10/10 19:35,C:,71.2
10.185.2.101,2017/10/10 19:50,D:,87.44
10.185.2.101,2017/10/10 20:05,D:,87.44
10.185.2.101,2017/10/10 20:05,C:,71.2
10.185.2.101,2017/10/10 20:15,C:,71.2
10.185.2.101,2017/10/10 20:15,D:,87.44
10.185.2.101,2017/10/10 20:30,C:,71.2
10.185.2.101,2017/10/10 20:30,D:,87.44
10.185.2.101,2017/10/10 20:40,C:,71.2
10.185.2.101,2017/10/10 20:40,D:,87.44
10.185.2.101,2017/10/10 20:55,C:,71.2
10.185.2.101,2017/10/10 20:55,D:,87.44
10.185.2.101,2017/10/10 21:10,D:,87.44
10.185.2.101,2017/10/10 21:10,C:,71.2
10.185.2.101,2017/10/10 21:20,D:,87.44
10.185.2.101,2017/10/10 21:20,C:,71.2
10.185.2.101,2017/10/10 21:35,D:,87.44
10.185.2.101,2017/10/10 21:35,C:,71.2
10.185.2.101,2017/10/10 21:45,C:,71.2
10.185.2.101,2017/10/10 21:45,D:,87.44
10.185.2.101,2017/10/10 22:00,C:,71.2
10.185.2.101,2017/10/10 22:00,D:,87.44
10.185.2.101,2017/10/10 22:15,D:,87.44
10.185.2.101,2017/10/10 22:15,C:,71.2
10.185.2.101,2017/10/10 22:25,C:,71.2
10.185.2.101,2017/10/10 22:25,D:,87.44
10.185.2.101,2017/10/10 22:40,C:,71.2
10.185.2.101,2017/10/10 22:40,D:,87.44
10.185.2.101,2017/10/10 22:50,C:,71.2
10.185.2.101,2017/10/10 22:50,D:,87.44
10.185.2.101,2017/10/10 23:05,C:,71.2
10.185.2.101,2017/10/10 23:05,D:,87.44
10.185.2.101,2017/10/10 23:20,C:,71.2
10.185.2.101,2017/10/10 23:20,D:,87.44
10.185.2.101,2017/10/10 23:30,C:,71.2
10.185.2.101,2017/10/10 23:30,D:,87.44
10.185.2.101,2017/10/10 23:45,D:,87.44
10.185.2.101,2017/10/10 23:45,C:,71.2
10.185.2.101,2017/10/11,C:,71.2
10.185.2.101,2017/10/11,D:,87.44
10.185.2.101,2017/10/11 0:10,C:,71.2
10.185.2.101,2017/10/11 0:10,D:,87.44
10.185.2.101,2017/10/11 0:25,D:,87.44
10.185.2.101,2017/10/11 0:25,C:,71.2
10.185.2.101,2017/10/11 0:35,D:,87.44
10.185.2.101,2017/10/11 0:35,C:,71.2
10.185.2.101,2017/10/11 0:50,D:,87.44
10.185.2.101,2017/10/11 0:50,C:,71.2
10.185.2.101,2017/10/11 1:00,C:,71.2
10.185.2.101,2017/10/11 1:00,D:,87.44
10.185.2.101,2017/10/11 1:15,D:,87.44
10.185.2.101,2017/10/11 1:15,C:,71.2
10.185.2.101,2017/10/11 1:30,D:,87.44
10.185.2.101,2017/10/11 1:40,C:,71.2
10.185.2.101,2017/10/11 1:40,D:,87.44
10.185.2.101,2017/10/11 1:55,C:,71.2
10.185.2.101,2017/10/11 1:55,D:,87.44
10.185.2.101,2017/10/11 2:05,D:,87.44
10.185.2.101,2017/10/11 2:05,C:,71.2
10.185.2.101,2017/10/11 2:20,D:,87.44
10.185.2.101,2017/10/11 2:20,C:,71.2
10.185.2.101,2017/10/11 2:35,C:,71.2
10.185.2.101,2017/10/11 2:35,D:,87.44
10.185.2.101,2017/10/11 2:45,C:,71.2
10.185.2.101,2017/10/11 2:45,D:,87.44
10.185.2.101,2017/10/11 3:00,C:,71.2
10.185.2.101,2017/10/11 3:00,D:,87.44
10.185.2.101,2017/10/11 3:10,D:,87.44
10.185.2.101,2017/10/11 3:10,C:,71.2
10.185.2.101,2017/10/11 3:25,C:,71.2
10.185.2.101,2017/10/11 3:25,D:,87.44
10.185.2.101,2017/10/11 3:40,D:,87.44
10.185.2.101,2017/10/11 3:40,C:,71.2
10.185.2.101,2017/10/11 3:50,D:,87.44
10.185.2.101,2017/10/11 3:50,C:,71.2
10.185.2.101,2017/10/11 4:05,D:,87.44
10.185.2.101,2017/10/11 4:05,C:,71.2
10.185.2.101,2017/10/11 4:15,C:,71.2
10.185.2.101,2017/10/11 4:15,D:,87.44
10.185.2.101,2017/10/11 4:30,C:,71.2
10.185.2.101,2017/10/11 4:30,D:,87.44
10.185.2.101,2017/10/11 4:45,D:,87.44
10.185.2.101,2017/10/11 4:55,D:,87.44
10.185.2.101,2017/10/11 4:55,C:,71.2
10.185.2.101,2017/10/11 5:10,D:,87.44
10.185.2.101,2017/10/11 5:10,C:,71.2
10.185.2.101,2017/10/11 5:20,D:,87.44
10.185.2.101,2017/10/11 5:20,C:,71.2
10.185.2.101,2017/10/11 5:35,D:,87.44
10.185.2.101,2017/10/11 5:35,C:,71.2
10.185.2.101,2017/10/11 5:50,C:,71.2
10.185.2.101,2017/10/11 5:50,D:,87.44
10.185.2.101,2017/10/11 6:00,D:,87.44
10.185.2.101,2017/10/11 6:00,C:,71.2
10.185.2.101,2017/10/11 6:15,D:,87.44
10.185.2.101,2017/10/11 6:15,C:,71.2
10.185.2.101,2017/10/11 6:30,D:,87.44
10.185.2.101,2017/10/11 6:30,C:,71.2
10.185.2.101,2017/10/11 6:40,C:,71.2
10.185.2.101,2017/10/11 6:40,D:,87.44
10.185.2.101,2017/10/11 6:55,D:,87.44
10.185.2.101,2017/10/11 6:55,C:,71.2
10.185.2.101,2017/10/11 7:05,C:,71.2
10.185.2.101,2017/10/11 7:05,D:,87.44
10.185.2.101,2017/10/11 7:20,C:,71.2
10.185.2.101,2017/10/11 7:35,C:,71.2
10.185.2.101,2017/10/11 7:35,D:,87.44
10.185.2.101,2017/10/11 7:45,C:,71.2
10.185.2.101,2017/10/11 7:45,D:,87.44
10.185.2.101,2017/10/11 8:00,C:,71.2
10.185.2.101,2017/10/11 8:00,D:,87.44
10.185.2.101,2017/10/11 8:10,C:,71.2
10.185.2.101,2017/10/11 8:10,D:,87.44
10.185.2.101,2017/10/11 8:25,C:,71.2
10.185.2.101,2017/10/11 8:25,D:,87.44
10.185.2.101,2017/10/11 8:40,D:,87.44
10.185.2.101,2017/10/11 8:40,C:,71.2
10.185.2.101,2017/10/11 8:50,C:,71.2
10.185.2.101,2017/10/11 8:50,D:,87.44
10.185.2.101,2017/10/11 9:05,D:,87.44
10.185.2.101,2017/10/11 9:05,C:,71.2
10.185.2.101,2017/10/11 9:15,C:,71.2
10.185.2.101,2017/10/11 9:15,D:,87.44
10.185.2.101,2017/10/11 9:30,D:,87.44
10.185.2.101,2017/10/11 9:30,C:,71.2
10.185.2.101,2017/10/11 9:45,C:,71.2
10.185.2.101,2017/10/11 9:45,D:,87.44
10.185.2.101,2017/10/11 9:55,D:,87.44
10.185.2.101,2017/10/11 9:55,C:,71.2
10.185.2.101,2017/10/11 10:10,D:,87.44
10.185.2.101,2017/10/11 10:10,C:,71.2
10.185.2.101,2017/10/11 10:20,D:,87.44
